timestamp,userId,nick,twitter,dob,country
2013-06-10 01:39:45,1424,ANHPhpIMV,@YxA1uto,1987-11-23,RS
2013-06-10 07:33:51,923,DK5lF3tx5Cv,@cReezl,1957-10-14,BJ
2013-06-11 08:03:17,1711,arH4NJR,@U1vFv,1989-06-27,BW
2013-06-11 21:06:41,2289,zlb7lNz6kL,@mGfmEsE,1984-11-25,MQ
2013-06-12 16:55:35,1959,zP7pyOY,@8Swad1gmR,1961-04-12,NF
2013-06-13 08:01:39,783,A7PVU3,@ivgPZ,1964-05-16,IR
2013-06-13 18:01:40,557,30spdq9,@YjhDgfm34,1977-01-21,PF
2013-06-14 16:34:49,2335,w58ojatOh,@uYShYLF,1954-08-01,CF
2013-06-15 03:32:46,2380,Ygb1xU,@cEK3eWuVs,1989-05-04,LT
2013-06-17 08:40:57,1137,VE4Ae0w,@XATScK,1975-07-18,CY
2013-06-17 10:29:24,1975,VSYiM4,@vdrxZlqjW,1985-11-08,DM
2013-06-18 04:25:40,943,KlTnMhAg,@RfGqAHB,1996-05-16,TN
2013-06-18 10:12:23,2328,YzMkl8,@VvHwSH,1962-10-10,WS
2013-06-18 16:22:21,2165,wrF7BEHsd,@WY22HR,1996-07-21,HN
2013-06-18 23:18:25,1445,dXENMVd8Scc,@mojILaT3,1992-02-29,ME
2013-06-19 15:05:59,1404,LNEvU6Ec,@s8EpsBY,1991-06-04,CM
2013-06-19 23:08:40,61,uVIzWJS,@r1F3oKn5n,1967-02-25,PR
2013-06-19 23:58:59,598,jmVau17,@uZPE56uh4,1948-04-28,AF
2013-06-21 02:56:37,58,t0LDKqzl,@DK8GUo,1989-03-31,FO
2013-06-21 11:03:51,1022,STws5YnSKTq,@DJwhSewZ,1976-01-14,PG
2013-06-21 17:06:46,802,fysp7qOb3t,@DkusMsid,1986-05-10,MX
2013-06-21 21:02:18,1745,VX2MdCf,@C9blp2H,1961-05-01,LA
2013-06-22 22:15:00,566,OW1HvT,@8TlYn,1961-12-19,SZ
2013-06-22 23:40:21,1932,PZ9yM0Jr,@hn7XEWwn,1980-10-11,RW
2013-06-23 14:30:14,491,A43ULBSiu,@Xila1axL,1973-03-31,FJ
2013-06-23 17:16:32,1064,m4Mz9jkN,@1x61l85,1990-01-17,PT
2013-06-24 00:45:12,688,KlRee3,@qf92Mm,1974-09-16,ID
2013-06-24 02:48:15,1419,Prkxavnu,@ZVUkBnoh,1949-11-26,PH
2013-06-24 20:06:57,1491,gPdRsKwc1,@z4dnQ,1981-08-30,LS
2013-06-24 21:20:33,979,Ue34kKVPmFB,@F8JXrpQ,1972-08-30,BT
2013-06-25 03:25:32,975,cdTzzL53OzF,@jo1yVvf,1982-12-11,BV
2013-06-25 05:28:19,1191,AAwQ2l54F,@SJK6S,1969-08-13,SY
2013-06-26 12:14:21,1156,DdduCRNpyWB,@2sH4Axj,1982-12-04,LR
2013-06-26 15:36:36,1320,fwAIrkA,@I2Pm3XgtF,1987-11-13,CY
2013-06-27 23:05:04,2342,EMGILL700,@yk8MkhCz,1961-07-02,GF
2013-06-28 04:03:36,543,uYSleMJ,@Eh9pxts,1959-01-28,PW
2013-06-28 07:27:59,2039,Q8Khtvt5s,@4R9fTqQ,1984-05-06,GB
2013-06-28 11:26:54,620,uLDTLqVx,@ei4dOgX85,1989-04-27,CK
2013-06-29 01:31:06,448,t3TYQN,@ty07z1bg,1965-06-30,HT
2013-06-29 06:11:14,1970,TbjjYs,@VUpNS,1981-09-12,YE
2013-06-29 15:46:47,167,mKzNZbrDq,@DHlFi8dfb,1963-05-17,IR
2013-06-30 04:13:34,712,TSZQvZL9ur,@TbsQU,1978-03-18,AW
2013-06-30 14:24:28,1676,JpVW229,@OJoKGIY,1959-01-23,MS
2013-06-30 20:25:39,9,VmJQUheq,@SNkjla,1956-10-03,SI
2013-07-01 23:32:18,1066,RgwHIZ4,@sZfce,1966-04-07,RW
2013-07-03 00:43:22,1774,GvvtrIB3u,@uRpKFPb,1985-04-26,UA
2013-07-03 23:00:36,333,HLGGoxQEY,@o1z66z,1957-12-23,BI
2013-07-04 00:32:01,2055,R9LNnxlpoHQ,@wQU6W,1987-01-12,HT
2013-07-04 16:58:02,118,cqjuIkVSPYO,@0t5swW,1988-06-01,NG
2013-07-06 16:00:23,2318,P7to5vpMgY6,@zYHPa9,1989-02-15,SI
2013-07-07 16:46:15,2219,j28tmK3WOqq,@qT6r3l,1979-03-30,PN
2013-07-07 17:14:28,1057,ri9vZfrC,@sVkGhjeK,1980-10-27,SJ
2013-07-07 19:55:16,59,dl2hC3Ncm,@bbQK5xBPX,1975-02-21,KY
2013-07-08 02:06:04,1048,PzfBH57o,@9dx0yDnxC,1947-11-17,SC
2013-07-08 11:03:49,659,YG91lw5HzUU,@6SZbGiRWe,1978-10-30,BT
2013-07-08 20:43:00,418,POaWB9L72xR,@58IijQ3,1983-10-29,GQ
2013-07-08 21:54:32,682,gP1From,@SD5K8J,1992-12-06,BG
2013-07-09 10:06:11,912,PR4gdpCUc,@IMgrY1qJq,1984-02-12,PM
2013-07-10 04:29:43,2364,zNsiHve0,@ClY30df,1973-06-29,GS
2013-07-10 06:45:37,525,NcHwRd5V,@Ynpp7,1976-04-09,CD
2013-07-10 23:59:15,2135,1eqllD,@2MXhQ,1982-10-14,KR
2013-07-11 21:09:57,1262,t0AwlD3,@ogHZDgw,1965-05-03,BN
2013-07-12 18:36:55,1014,AF0OAMLlAcL,@tfUIAZK,1977-09-13,LB
2013-07-13 09:55:56,524,8r7zAxoqZ,@c2kE59q,1989-04-22,MM
2013-07-13 15:35:23,230,HC9ZOJp,@JG1N2Xbb,1975-08-05,SZ
2013-07-14 06:25:00,470,ICfhDlZHGo,@oFVh3Rh,1961-01-21,SJ
2013-07-14 07:45:50,179,N5C8bu,@s3k71R,1979-10-02,MT
2013-07-15 14:26:56,1321,7P4SC2Kkr0,@LqC5STHx,1987-12-23,ZA
2013-07-15 20:54:18,1639,XReuhx,@6N92WXYA,1962-11-17,KY
2013-07-16 01:09:17,1410,lQ0OlJxqM60,@3Dd3pc,1987-09-06,LC
2013-07-16 16:02:24,2197,XcIDvsVzmE,@PxznK,1992-02-28,KI
2013-07-17 23:56:26,1800,7LWPpvCdYWs,@2zWMSj,1987-12-10,KW
2013-07-19 06:55:58,334,anb7sY,@BHasknt,1989-07-31,BJ
2013-07-20 14:09:35,1130,Z0Bti1yEpp,@LKUJb,1987-08-18,PS
2013-07-21 19:32:49,1548,3yEZLDV3i,@72ChjGUt,1980-04-06,SK
2013-07-24 03:09:28,1865,dCPcnnQ1,@kdTQxP,1985-01-28,MO
2013-07-24 04:59:57,1542,bbOu1J,@BR567k,1978-11-18,KH
2013-07-25 09:19:53,1146,28reC2,@HvZ32nJ,1977-06-29,MU
2013-07-26 12:27:28,753,5Rwhxwag,@rbGboKbnq,1997-09-08,CZ
2013-07-27 00:38:07,925,Lu1gdhBu,@50GrC,1972-03-16,TM
2013-07-27 09:27:10,628,GoGbHANM,@x8yK2bxQ,1953-09-26,AW
2013-07-27 17:09:38,307,1wKki8Azv,@81thEtC7B,1955-04-30,VN
2013-07-28 05:42:38,1976,5EZQ5TzRq,@BcBg0mb,1974-09-06,IT
2013-07-29 01:57:17,1877,gw2hfKxA,@7L9jS1f9Q,1979-05-28,NP
2013-07-29 11:19:19,529,ZFJ4b1c,@jasVSA,1952-05-28,UY
2013-07-31 01:28:28,652,3Mn59prceFg,@08SS7,1997-05-24,IN
2013-07-31 10:54:42,1266,Miaas0,@apJMKO,1967-12-04,SL
2013-08-02 21:14:26,500,avdk4Is,@wbyZqoK,1974-05-19,AF
2013-08-03 09:26:02,515,gXgSoo,@YzUQ9Cmd,1962-10-15,MQ
2013-08-03 13:22:43,2091,fPEhLxgMf,@pAg3UJSRv,1989-11-17,PR
2013-08-04 03:38:26,2083,hwXg2X,@wy4MHPI,1980-12-11,SA
2013-08-04 05:14:50,1335,YmTBrL,@gWg1rXJEw,1981-06-25,GF
2013-08-04 19:27:32,459,TSsZOgWxWJ,@WGuatC,1985-08-10,PN
2013-08-05 06:00:08,1557,Dp58kFfu,@qsTla,1963-02-18,TF
2013-08-07 13:20:15,1715,fjTQrCyzrox,@o02MCBs,1948-10-29,RU
2013-08-07 20:28:02,1926,dPVhki52R,@nz2Wi8A,1997-07-13,MX
2013-08-08 08:09:50,90,yzbGJUc0nKV,@d0nqC,1968-09-22,LA
2013-08-08 13:16:50,1175,vp1oe1EKX3,@OVe9lLq,1950-03-31,FK
2013-08-09 05:59:54,1309,Xb6SB3H,@s90FJ,1974-11-14,LI
2013-08-09 13:22:13,1485,2CnzwW,@qcDaG,1955-06-02,FI
2013-08-10 23:33:23,1753,gjV1WzrhKyc,@JfAzlgZH,1983-03-13,LC
2013-08-11 01:06:31,2248,IJZNB3BKFY,@zSl5N,1967-10-25,AM
2013-08-12 01:34:53,1356,gwYPsNc0F,@K3ROj,1962-11-15,BB
2013-08-13 14:07:23,1405,MJPkTrj,@BuHaUen,1992-03-13,NR
2013-08-14 05:03:44,1234,MNHYMPHod,@WuvLzTM,1957-10-04,KP
2013-08-14 06:28:40,196,k4DMnfOcH2,@4BjQd7,1980-10-24,VG
2013-08-14 09:55:49,1190,PvwOe6IUZ,@SrXW6tD9,1985-10-01,IQ
2013-08-14 15:52:40,624,A8QidJ9aI,@M73DVdU,1976-03-19,GU
2013-08-15 09:11:31,301,XpTxklc,@EpQuS,1950-06-07,PG
2013-08-15 16:52:36,1516,sS34JhR,@qzqzt3S,1967-11-22,LK
2013-08-15 17:49:15,587,tKP4ZDhZ,@TwITnFj,1970-07-15,SO
2013-08-15 18:12:59,1260,RSmlv6AHFU,@fIhjtI,1994-07-24,ID
2013-08-16 14:24:55,2021,wLDXoIt,@6o7NjZ,1957-07-01,BA
2013-08-19 13:54:04,1668,iDEEyogHkyK,@KVXL6m3ME,1985-10-19,MH
2013-08-19 18:12:30,115,oZJQ6Tmq40V,@Z6w5sD698,1979-07-12,YT
2013-08-21 06:28:44,2350,l1h220AklN,@lz7yv,1961-11-30,SM
2013-08-21 17:05:50,888,3urzdTbF,@uqK2LFf,1990-12-17,HM
2013-08-22 01:23:53,505,4VS7F7,@nCejslkzL,1967-08-09,DJ
2013-08-23 19:32:47,1304,xv4Csoi,@6WZbE0bme,1996-04-26,AQ
2013-08-24 08:30:20,2283,0ar8AyHmW,@KVd94W,1979-02-26,US
2013-08-24 13:25:53,1626,qPfp4lnetbA,@8TOQNDBSc,1985-01-10,PH
2013-08-24 19:55:28,1833,WjWskiC,@uMnP3o,1990-12-03,LY
2013-08-24 21:14:40,267,Ul5iAQwFpei,@fobOUYj7,1978-01-31,GI
2013-08-24 23:34:34,822,aXyanbI,@VVib7iKk,1963-02-11,HU
2013-08-25 16:05:21,1895,np8bDNe,@BJGvlKn,1956-04-19,TH
2013-08-27 06:02:04,1349,vBNRhooM,@dEkY9Wn,1991-11-21,TH
2013-08-28 04:08:32,675,lqyLcMC,@HZiG4Ym,1960-05-06,DJ
2013-08-29 22:49:35,383,aVs4Ujv82GG,@i6rCO,1969-05-01,PY
2013-08-30 01:51:23,1903,uPhJaq,@HBxZdWP,1969-07-04,SJ
2013-08-30 05:01:16,549,fc3pUPs,@zBUvmvD,1989-11-25,AR
2013-08-30 06:14:44,204,i69rzG,@UMGpCn,1974-03-05,FJ
2013-08-30 17:32:16,908,rU6X5sG,@jxxseRmN,1985-05-13,KZ
2013-08-31 20:03:04,2187,wRN3KH,@7MFqUh,1952-01-02,UZ
2013-09-01 11:37:22,936,jXNf6sMFx,@Gfh7MNXtZ,1955-07-07,BF
2013-09-02 21:28:29,1233,2d8lz0atiO,@8ODyB,1989-06-23,AL
2013-09-02 21:33:22,965,csiqJW,@9JFX4,1965-10-28,ME
2013-09-03 13:35:33,1275,G0yLrS,@NRNsHuAzq,1972-02-13,TN
2013-09-04 03:23:19,1138,5NO24tKQWc3,@e51HaHP0,1952-05-09,RS
2013-09-05 10:23:02,382,IghLD9De,@bcl5yBz,1972-01-31,GD
2013-09-06 05:44:02,767,fq1fwGAfz,@U9eFjz5n,1994-01-20,BE
2013-09-06 11:56:59,1805,xMCVZe6,@AJ44Jy,1988-02-29,GD
2013-09-06 20:04:11,1549,TQU5Ppaijy,@CkxTOZkT,1976-11-25,AE
2013-09-07 06:23:49,1685,yZGvdIY,@SabdM,1953-10-07,MN
2013-09-08 02:31:47,13,0ijYuqk,@0qa6xyZ8M,1948-04-09,HR
2013-09-08 22:04:30,1678,3NcHIvcTV,@TDq6D7qE,1967-08-03,MV
2013-09-09 10:02:10,316,NrrGwq7ZdPt,@xie6ONL,1996-10-08,DJ
2013-09-09 18:52:30,1797,mYQ7MsIj,@ZCQD81Un,1953-04-08,PY
2013-09-09 19:36:50,363,Ns7ja3aqi9Z,@PbmkQi0c,1970-11-03,MV
2013-09-11 01:52:16,1449,Yhag00VH,@D61jBglm,1978-07-14,MT
2013-09-12 17:53:20,2278,LnCJBbn6nA,@hNxKIBlA,1961-11-06,ZW
2013-09-14 16:17:01,2161,fIpcfS2MMI,@K0qZn,1960-05-06,DK
2013-09-14 21:02:58,153,odaxh8I,@TFG6o,1963-12-22,BR
2013-09-15 14:49:22,380,Z10BEdv9Pp,@l6oOReH,1997-08-13,MS
2013-09-16 03:29:11,2080,kbBPAB,@r1Rhj,1981-07-06,TH
2013-09-18 04:24:21,365,10IGwA0,@79VUfo,1985-06-28,MW
2013-09-18 20:33:57,73,I1jOwg33X,@C52rTnkt,1963-05-15,BF
2013-09-19 14:35:30,1273,QfSQQgxt,@uF40KAxul,1976-11-24,LC
2013-09-20 10:15:43,984,kyS07ZNv71,@S3lKrQzt,1984-08-04,HM
2013-09-21 11:16:15,2349,ebSmQX93i,@Z7CV0eQD,1977-11-11,EG
2013-09-21 22:54:57,1781,KztIX0jXIY,@C08HkcW,1952-07-17,GU
2013-09-21 23:16:58,439,NZzUL3sE,@gms1S,1980-02-22,MO
2013-09-22 01:59:07,1002,Y9G6wwf,@7njBvKc,1961-03-24,SR
2013-09-22 10:50:39,1111,kI9VafJC,@NAmi0,1946-10-20,KM
2013-09-22 16:50:06,1189,RfoYas,@yiQw2q,1981-12-14,QA
2013-09-22 23:05:16,1427,usfzHHojs,@FBMoFF,1983-11-10,TW
2013-09-23 22:32:41,1303,MmluuqmOjQd,@LDSowvh,1971-05-13,CZ
2013-09-24 03:58:44,1232,dHLhSnkQ7vo,@ttxzyD0xC,1951-10-29,OM
2013-09-24 22:14:24,1855,STpdZW,@9XNlwY,1984-10-17,NZ
2013-09-24 22:30:00,1107,vWYABdiAvc,@giTnqg,1957-04-27,GR
2013-09-25 04:09:57,769,t0gI6X,@8sTyAVCT,1962-06-14,LK
2013-09-26 13:20:54,1016,fpLQIXwZC,@LRTbMN,1982-09-29,PA
2013-09-26 23:01:04,2232,LHvxMD4a,@FSk9WxdH,1989-06-29,NF
2013-09-27 15:06:59,2157,9qPy2SZmX,@jvG9cPWi,1988-02-22,YT
2013-09-28 01:14:09,1744,zqmdqSl,@W4SsMxpf1,1974-05-13,GT
2013-09-28 01:42:01,2159,8rHJsFN,@gcNPEe,1982-12-15,CM
2013-09-28 06:50:21,2234,63n6c8anDG,@puDsoSIuD,1979-04-11,TJ
2013-09-28 09:39:06,1282,ovcRjunYL,@w4A12,1975-12-26,JM
2013-09-29 15:58:48,1712,ojCyjo0Vb1,@AXplV8,1989-07-10,MN
2013-09-30 01:44:09,1023,Ro6fZdQUdve,@EIrBT4F2U,1995-12-25,PW
2013-10-01 05:40:48,1729,kSljlx,@yis6SlN,1973-04-19,PN
2013-10-01 07:37:23,211,v8pwwFoBE,@rvthctQn,1976-02-28,AZ
2013-10-01 18:23:54,844,6UbtteE5gc,@UGJz47,1997-02-16,KG
2013-10-02 02:09:19,155,NaAvnaW5lmH,@DYgpP,1959-05-30,TD
2013-10-02 13:07:03,184,TPPIiFbVTL,@koNNr,1973-11-20,IO
2013-10-03 09:23:47,1071,MhZXCCPbFTw,@HyMBxf,1988-11-06,AQ
2013-10-04 04:49:03,1013,Vi6orO,@QuyXhi4Z,1973-02-17,NE
2013-10-04 08:41:51,563,6kYBJdTP,@EUqEN0jsP,1971-04-15,SV
2013-10-04 22:27:18,1307,hBNCsbMmhh5,@1hlfAHCoj,1956-01-29,GM
2013-10-05 10:23:21,1650,ZJdi16w64B,@tKM3vOP,1969-12-11,BH
2013-10-05 18:48:29,929,CyEpAH,@d4W7cZkw,1977-06-22,TM
2013-10-06 06:11:32,1978,hM6qDl,@WDa8Txq,1977-09-24,VC
2013-10-06 15:06:34,417,7dKwpGiU,@NOFR5ROuK,1977-04-05,ZA
2013-10-07 10:53:18,1760,dPiu6jP,@QfG8wONT,1991-04-22,IT
2013-10-08 02:26:24,1316,RCCuRsqzAw1,@6VZL0HbA,1955-10-23,MY
2013-10-08 04:07:33,311,njEDgBU,@IZKTkh,1996-10-17,TO
2013-10-08 07:39:26,2185,HBzeJAAYF,@fIV9T,1993-11-29,FK
2013-10-08 16:59:28,1830,9V8RVjb0,@xonePnp,1995-05-14,CO
2013-10-09 05:55:09,373,PfUI3nNpkJ,@hyXDNb,1988-07-04,GA
2013-10-09 08:47:51,2112,Sc4YbIo94,@qotEDNTL,1974-02-21,GI
2013-10-09 13:55:36,2176,gwKFFtg,@ng5F8IKS,1982-06-27,LU
2013-10-10 03:39:14,1179,sfK62Yb1J0,@9yJJB3,1982-07-11,AG
2013-10-10 14:06:09,2385,oFUbQiim,@EbSSjmmwq,1997-01-25,KN
2013-10-11 01:25:45,1389,Gv6gZCMV,@2aErLML,1991-06-20,MP
2013-10-11 22:10:03,920,KrcVQfcgQdo,@hI7moJ,1965-03-08,IQ
2013-10-12 23:07:21,2133,RI8aGc,@4FyDsTERM,1951-02-20,KM
2013-10-13 08:03:21,1694,l0V3RpuTDjG,@FBFJy,1989-04-09,BB
2013-10-13 13:39:35,1820,COguY4,@GEake,1971-08-17,RO
2013-10-14 02:40:56,851,SQXvjs9hd,@kDEI14,1978-11-30,CA
2013-10-14 21:36:56,1619,AFCsjHpu5q,@yIHAUwZK,1964-12-14,BS
2013-10-16 02:03:18,991,91ozzSz8tY,@iiLTwPg,1974-07-12,BN
2013-10-16 22:05:32,433,R6GNCklhg,@sdM9wQt,1949-01-23,BO
2013-10-17 01:06:06,559,nORpFpYDxb,@pQkKB,1950-07-23,ZA
2013-10-17 06:21:51,278,8dATECBo,@5ngO4,1988-11-02,AE
2013-10-17 23:02:11,1897,xWviZgFZr,@S69iV3E9,1966-01-30,KI
2013-10-18 10:23:19,1323,gudiLi5SWAB,@BsFQ7,1998-05-23,AD
2013-10-18 14:51:27,1986,lLrlkTE,@tZ0XC,1965-07-19,IT
2013-10-18 22:07:44,1486,sq7Bll,@EtIkbrnX,1992-04-21,MP
2013-10-19 06:32:40,1132,zZElPY,@wDJny8qV,1965-09-06,ZA
2013-10-19 19:10:33,1461,gBvFj9vKMn,@qQabLZpg,1964-04-26,CN
2013-10-19 20:57:49,739,9uWQvgM,@TzjdL,1955-07-03,FR
2013-10-20 09:03:40,758,vmrPRntd,@TprP2,1995-12-11,TW
2013-10-20 10:01:00,1140,VPWWPA,@tZwhvj,1976-11-16,TG
2013-10-22 15:38:19,2344,dNMSCnxPW,@gAYZys5W8,1982-11-19,AT
2013-10-23 03:29:38,905,9Qg9nY,@VT77A,1989-08-03,PW
2013-10-23 06:09:09,1123,gq2kY3pls2,@xXvEF,1965-11-26,CZ
2013-10-24 18:19:11,1322,NNLCqs,@BzfKzc1bt,1973-11-24,QA
2013-10-24 21:56:23,810,AYNCj81rDg,@VvTkodHu2,1948-04-03,IS
2013-10-25 01:30:38,1252,1SDovJJpCE3,@FtN2G3f,1951-02-15,BW
2013-10-26 03:17:22,1960,fhZ7vSk,@WxWxKXej,1991-06-11,BH
2013-10-26 15:46:02,343,ctRPBEbGN,@HMTUu2L1,1977-03-09,NO
2013-10-27 14:56:48,1859,MC9kvv,@7PNy7R2v,1991-03-23,AL
2013-10-27 18:12:33,1925,7nnloBI3L3,@xeryuMP,1958-04-21,AR
2013-10-28 01:25:18,634,0Xw6eVyK,@qIqyk,1983-02-21,SJ
2013-10-29 07:03:32,1083,tSpMNWwHtYK,@zG4eRSv,1978-07-10,LK
2013-10-29 14:36:09,351,oj9Ote8wm,@04ZaeTiy,1987-04-07,CF
2013-10-30 13:47:16,80,rBWYwy,@PM7K1Fo,1997-05-21,NC
2013-10-30 23:30:26,1597,H165v9,@WEWsUlHp,1955-07-21,CD
2013-10-31 00:50:08,1182,aQWCtSzHQs,@WzL78xCF,1985-11-07,RS
2013-11-01 09:19:17,681,RQ7QJM,@A3qTFa,1977-11-03,CG
2013-11-02 10:01:14,689,99OTnZ1Mt,@FK2nU9,1981-02-03,CN
2013-11-02 23:59:39,1046,lMMGQvRl2f,@wXvbe3PR,1963-03-13,CM
2013-11-03 04:37:11,1247,lHqWggCJs4,@PwnteO,1990-01-28,MY
2013-11-03 10:36:08,1222,qZf3DwU,@d67eSAgL,1970-08-13,RO
2013-11-04 04:38:23,2374,FAKDpaYqJi,@W2q9sg435,1950-12-20,NG
2013-11-04 07:55:05,467,Y9kUZtUh5,@6eAcvw,1974-07-06,HU
2013-11-05 12:25:10,1444,Z22GTd,@nrFMJQZj,1997-08-07,HR
2013-11-06 04:54:11,579,ntns8N,@VDKvXTt9,1991-05-05,WS
2013-11-07 10:03:26,611,jhCuajXsZ,@brOYQM,1961-02-01,NA
2013-11-07 11:49:49,103,fSVJm14YruO,@6f6sBAKrk,1989-08-17,MA
2013-11-07 15:02:34,92,yvwr1vu,@wHGsz,1958-10-23,GF
2013-11-08 02:04:06,516,3C5yT6GyBJ,@71gUSdM,1964-12-16,BE
2013-11-08 20:28:34,193,BIoeV54XpKv,@yZCvg,1987-05-19,GB
2013-11-09 07:54:53,39,fRc4uS,@JoYpcxH,1994-05-01,SD
2013-11-09 20:54:16,1510,hsIYrs,@N3QQE87L,1994-04-29,BB
2013-11-11 01:04:38,1161,9PF3i2YD,@XUZdHmIa,1975-11-16,ZW
2013-11-11 09:55:26,110,paongXnB,@epOsXIkAy,1987-11-23,US
2013-11-11 15:25:46,1568,waNPd5IU,@penYlv,1975-12-14,IE
2013-11-13 05:18:22,591,UiTnkrc,@v1kYHjVWl,1964-02-10,BV
2013-11-13 14:31:04,2290,xxXsrO,@yhJjo0L,1975-10-13,CR
2013-11-14 03:07:58,891,MPaaL3rBcd,@1RMKw,1986-10-04,NL
2013-11-15 00:01:46,2079,4A1Zgi28r,@KgGcrC5,1966-11-15,SV
2013-11-15 07:45:00,847,iZKGadLW4Z,@I2VyQc0,1973-01-06,RW
2013-11-15 21:16:04,2261,uF9l24kXubt,@akeVC6U9,1947-05-24,TF
2013-11-16 21:32:18,1148,VmAh96gL,@nfvSCo8Zg,1981-03-23,MG
2013-11-17 01:46:20,338,zazZEGe,@FTj6InpX,1954-04-20,CY
2013-11-18 11:37:57,974,Ig7lqJFFhf,@LK3GcHOj,1986-01-29,ML
2013-11-19 01:44:44,1695,4ugh4sf,@xgWQKuR,1948-06-18,GW
2013-11-19 02:10:50,1734,tIfDCZ,@l3PRyh,1984-11-15,MW
2013-11-19 10:42:52,1261,heho5LG,@qX862rK,1993-07-15,ES
2013-11-20 01:47:51,2012,QT4LC5m9p,@rpOKycg7K,1994-09-06,EG
2013-11-20 21:48:06,742,BoJuIcfsb,@2N9uoV1,1977-12-27,DJ
2013-11-22 03:09:56,462,v8c5HuUzzq,@kPwlfYG,1959-07-21,PH
2013-11-22 07:48:51,1974,KuhVhIw5mw,@WZNIe,1969-01-16,DE
2013-11-23 17:12:01,1371,b3SUSB,@YqicOY9i,1969-09-01,TP
2013-11-26 22:46:07,1385,tBdoBEHP73S,@vw1SX6Q,1979-08-11,TN
2013-11-27 15:00:23,875,e3BxT3nSI,@y9l0PsOvw,1960-10-18,VC
2013-11-28 10:46:09,903,cy4oxF,@AMfCr,1982-12-18,MC
2013-11-28 16:28:42,202,YWFvMnS,@Jzc9p27,1950-02-13,GL
2013-11-28 23:35:58,1112,ZlxAn4mk,@I7PnZ0b,1998-04-12,BA
2013-11-29 02:08:21,880,GwmZzacNjna,@ooYCtvc,1974-02-26,RS
2013-11-29 17:27:58,2169,u085CxGa886,@gETPpw6f,1964-02-09,TP
2013-11-29 22:41:24,942,cdA6igdZEk,@JcSRqs,1994-04-04,KP
2013-11-30 20:39:19,1623,L6fCuA,@EIqID,1947-11-02,SV
2013-12-01 02:22:06,1518,WJQyDgAOgR,@WZLBIix9n,1983-08-19,CI
2013-12-01 06:11:28,1286,M2JF0o,@lQ1EemhP,1992-10-05,AU
2013-12-01 09:30:47,1300,2hh0NNM,@RY1URF2,1998-05-06,GR
2013-12-01 12:44:42,1169,ULaRmYc3S,@mWmW881,1988-02-28,NR
2013-12-01 13:34:50,740,glVGJKmmmho,@Y4jXr,1979-01-19,CZ
2013-12-01 14:29:03,1127,ZUXnKrE7OId,@hf9WG85,1975-06-11,SO
2013-12-01 20:07:59,534,j8P4SSB,@7P8Bh6nL,1967-05-08,BD
2013-12-02 07:23:37,1992,d1I4ec71S,@6cGfwbT,1981-06-18,HN
2013-12-02 08:40:45,2180,Ia86ON1Yo,@3OKETU,1978-06-22,CA
2013-12-03 02:34:44,146,3DnCaS5S0qF,@n5gv0c,1969-09-16,LI
2013-12-03 11:40:05,1726,E5fTOy2hg,@QgaKxJHzq,1987-01-07,BO
2013-12-03 17:27:04,1672,QpT4Z0Y,@8hKRHqCX,1968-05-05,TH
2013-12-04 02:03:44,20,gAEMWkmE,@5GWGd,1997-02-06,IE
2013-12-04 07:58:54,553,dW6B0y,@RqqDZe,1952-07-25,AN
2013-12-05 11:10:45,1546,IEqmTfLoF8,@Hr0Pmu7i,1969-09-08,FM
2013-12-05 15:26:14,1793,ibKE4bCiTuP,@aBkec7,1995-09-10,AF
2013-12-07 17:49:20,2233,9nAOCUKw,@U6qFXL,1961-11-09,TC
2013-12-09 20:42:33,2324,cOzb5G1TrXw,@0daD1,1948-09-13,PK
2013-12-09 21:49:58,699,UtrdaaBuTf,@VA5FdXG,1974-05-27,LS
2013-12-11 12:01:32,1465,70Ylam,@dCJUj,1972-06-25,PA
2013-12-12 02:43:42,614,ckxXrB,@yunyb,1981-07-02,GA
2013-12-12 11:52:34,2090,iba5ODC,@pdjZfDLam,1966-01-23,GH
2013-12-13 14:27:46,2170,eieP9y1x3,@vgEZ21cU,1976-03-03,SK
2013-12-14 05:34:02,217,pTDDUCq,@KdYEaT,1953-07-21,RE
2013-12-14 14:58:05,1129,Se8jg68,@oIs6w,1964-04-09,GP
2013-12-15 00:53:53,1980,jPLaG3FQB,@JwApJ5f,1962-05-13,GS
2013-12-15 22:42:20,229,Y9WIR5BLLeJ,@wEp92fNc,1961-03-04,GI
2013-12-16 18:58:59,452,wuKVVEY,@WkSnSB,1958-03-19,KE
2013-12-16 19:06:24,1937,SnOT5QH,@UNAcMXA4,1995-02-27,BZ
2013-12-16 19:43:34,725,97f5vXeEx,@sjhRX,1967-08-03,LC
2013-12-17 16:23:02,412,QHt1qaaKwvb,@PRGJjmi,1975-04-23,RU
2013-12-17 21:42:16,969,rQVM88GZD,@AvmFsUdfl,1979-03-27,GU
2013-12-19 15:54:59,328,Eo5ln0,@OC3ooNvvE,1982-06-19,KV
2013-12-20 10:14:13,2313,8IWPW2P7,@xjKIM5tk,1975-09-15,SB
2013-12-21 15:14:17,493,XjN4EIG,@b3oKpqR,1983-09-03,UA
2013-12-21 17:18:32,2147,j8kkAd,@fVttB6Mf9,1963-02-02,BH
2013-12-21 18:55:12,2352,DUrukUBfk,@XNgK3Hf,1973-07-18,NL
2013-12-22 10:18:43,254,FEJ6p1,@Jcnmf,1969-04-23,JP
